t	rcthr	rcpit	gyropit	intpit	stabpit	pitout	rcroll	gyroroll	introll	stabroll	rollout	rcyaw	gyroyaw	intyaw	stabyaw	yawout	FR	FL	BR	BL
0	999	0	-0.030488	1.840108	0.000000	0	0	-0.000000	-2.825025	0.000000	0	0.000000	-0.030488	0.087366	0.000000	0	1000	1000	1000	1000
1	999	0	-0.030488	1.840283	0.000000	0	0	-0.000000	-2.817921	0.000000	0	0.000000	-0.030488	0.094250	0.000000	0	1000	1000	1000	1000
2	999	0	-0.030488	1.840457	0.000000	0	0	-0.000000	-2.810817	0.000000	0	0.000000	-0.030488	0.101134	0.000000	0	1000	1000	1000	1000
3	999	0	-0.030488	1.840520	0.000000	0	0	-0.000000	-2.796551	0.000000	0	0.000000	-0.030488	0.107884	0.000000	0	1000	1000	1000	1000
4	999	0	0.000000	1.840862	0.000000	0	0	-0.000000	-2.789335	0.000000	0	0.000000	-0.030488	0.121762	0.000000	0	1000	1000	1000	1000
5	999	0	-0.030488	1.841033	0.000000	0	0	-0.000000	-2.782231	0.000000	0	0.000000	-0.030488	0.128645	0.000000	0	1000	1000	1000	1000
6	1000	0	-0.030488	1.841371	0.000000	0	0	-0.000000	-2.768023	0.000000	0	0.000000	-0.030488	0.142412	0.000000	0	1000	1000	1000	1000
7	1000	0	-0.030488	1.841708	0.000000	0	0	-0.000000	-2.760806	0.000000	0	0.000000	-0.060976	0.156290	0.000000	0	1000	1000	1000	1000
8	1000	0	-0.030488	1.849034	0.000000	0	0	-0.000000	-2.753577	0.000000	0	0.000000	-0.060976	0.170337	0.000000	0	1000	1000	1000	1000
9	1000	0	0.000000	1.849363	0.000000	0	0	-0.000000	-2.739367	0.000000	0	0.000000	-0.030488	0.184103	0.000000	0	1000	1000	1000	1000
10	1000	0	-0.030488	1.842535	0.000000	0	0	-0.000000	-2.732277	0.000000	0	0.000000	-0.030488	0.190820	0.000000	0	1000	1000	1000	1000
11	1000	0	-0.030488	1.849856	0.000000	0	0	-0.000000	-2.725045	0.000000	0	0.000000	-0.060976	0.204865	0.000000	0	1000	1000	1000	1000
12	999	0	-0.030488	1.850183	0.000000	0	0	-0.030488	-2.717827	0.000000	0	0.000000	-0.030488	0.218744	0.000000	0	1000	1000	1000	1000
13	999	0	-0.030488	1.850338	0.000000	0	0	-0.000000	-2.703732	0.000000	0	0.000000	-0.030488	0.225516	0.000000	0	1000	1000	1000	1000
14	999	0	0.000000	1.843669	0.000000	0	0	-0.000000	-2.696531	0.000000	0	0.000000	-0.030488	0.239230	0.000000	0	1000	1000	1000	1000
15	999	0	0.000000	1.843827	0.000000	0	0	-0.000000	-2.689426	0.000000	0	0.000000	-0.030488	0.246114	0.000000	0	1000	1000	1000	1000
16	1000	0	-0.030488	1.843983	0.000000	0	0	-0.000000	-2.682322	0.000000	0	0.000000	-0.030488	0.252999	0.000000	0	1000	1000	1000	1000
17	1000	0	-0.030488	1.851130	0.000000	0	0	-0.000000	-2.675199	0.000000	0	0.000000	-0.030488	0.260047	0.000000	0	1000	1000	1000	1000
18	1000	0	-0.030488	1.844293	0.000000	0	0	-0.000000	-2.668113	0.000000	0	0.000000	-0.030488	0.266767	0.000000	0	1000	1000	1000	1000
19	1000	0	-0.030488	1.844610	0.000000	0	0	-0.000000	-2.660895	0.000000	0	0.000000	-0.030488	0.280647	0.000000	0	1000	1000	1000	1000
