t	rcthr	rcpit	gyropit	intpit	stabpit	pitout	rcroll	gyroroll	introll	stabroll	rollout	rcyaw	gyroyaw	intyaw	stabyaw	yawout	FR	FL	BR	BL
0	999	0	-0.030488	2.077800	0.000000	0	0	-0.000000	-2.272112	0.000000	0	0.000000	-0.030488	0.083211	0.000000	0	1000	1000	1000	1000
1	999	0	-0.030488	2.078079	0.000000	0	0	-0.000000	-2.264867	0.000000	0	0.000000	-0.030488	0.097077	0.000000	0	1000	1000	1000	1000
2	999	0	-0.030488	2.078218	0.000000	0	0	-0.000000	-2.257748	0.000000	0	0.000000	-0.030488	0.103947	0.000000	0	1000	1000	1000	1000
3	999	0	-0.030488	2.085348	0.000000	0	0	-0.000000	-2.257612	0.000000	0	0.000000	-0.030488	0.111081	0.000000	0	1000	1000	1000	1000
4	999	0	-0.030488	2.085623	0.000000	0	0	-0.000000	-2.250365	0.000000	0	0.000000	-0.030488	0.124947	0.000000	0	1000	1000	1000	1000
5	999	0	-0.030488	2.092752	0.000000	0	0	-0.000000	-2.243235	0.000000	0	0.000000	-0.030488	0.131954	0.000000	0	1000	1000	1000	1000
6	999	0	-0.030488	2.093024	0.000000	0	0	-0.000000	-2.235988	0.000000	0	0.000000	-0.030488	0.145820	0.000000	0	1000	1000	1000	1000
7	999	0	-0.030488	2.093159	0.000000	0	0	-0.000000	-2.228868	0.000000	0	0.000000	-0.030488	0.152689	0.000000	0	1000	1000	1000	1000
8	999	0	-0.030488	2.100423	0.000000	0	0	-0.000000	-2.228599	0.000000	0	0.000000	-0.030488	0.166818	0.000000	0	1000	1000	1000	1000
9	999	0	-0.030488	2.100555	0.000000	0	0	-0.000000	-2.221479	0.000000	0	0.000000	-0.030488	0.173687	0.000000	0	1000	1000	1000	1000
10	999	0	-0.030488	2.107814	0.000000	0	0	-0.000000	-2.214216	0.000000	0	0.000000	-0.030488	0.187689	0.000000	0	1000	1000	1000	1000
11	999	0	-0.030488	2.107945	0.000000	0	0	-0.000000	-2.207096	0.000000	0	0.000000	-0.030488	0.194557	0.000000	0	1000	1000	1000	1000
12	999	0	-0.030488	2.108074	0.000000	0	0	-0.000000	-2.199975	0.000000	0	0.000000	-0.030488	0.201426	0.000000	0	1000	1000	1000	1000
13	999	0	-0.030488	2.115329	0.000000	0	0	-0.000000	-2.192710	0.000000	0	0.000000	-0.030488	0.215426	0.000000	0	1000	1000	1000	1000
14	999	0	-0.030488	2.115463	0.000000	0	0	-0.000000	-2.192580	0.000000	0	0.000000	-0.030488	0.222422	0.000000	0	1000	1000	1000	1000
15	999	0	-0.030488	2.122715	0.000000	0	0	-0.000000	-2.185313	0.000000	0	0.000000	-0.030488	0.236421	0.000000	0	1000	1000	1000	1000
16	999	0	-0.030488	2.122848	0.000000	0	0	-0.000000	-2.185183	0.000000	0	0.000000	-0.030488	0.243418	0.000000	0	1000	1000	1000	1000
17	999	0	-0.030488	2.123106	0.000000	0	0	-0.000000	-2.177932	0.000000	0	0.000000	-0.030488	0.257283	0.000000	0	1000	1000	1000	1000
18	999	0	-0.030488	2.130222	0.000000	0	0	-0.000000	-2.170791	0.000000	0	0.000000	-0.030488	0.264284	0.000000	0	1000	1000	1000	1000
19	999	0	-0.030488	2.130477	0.000000	0	0	-0.000000	-2.163539	0.000000	0	0.000000	-0.030488	0.278149	0.000000	0	1000	1000	1000	1000
20	999	0	-0.030488	2.137591	0.000000	0	0	-0.000000	-2.156397	0.000000	0	0.000000	-0.030488	0.285149	0.000000	0	1000	1000	1000	1000
21	999	0	-0.030488	2.137853	0.000000	0	0	-0.000000	-2.156135	0.000000	0	0.000000	-0.030488	0.299142	0.000000	0	1000	1000	1000	1000
22	999	0	-0.030488	2.144965	0.000000	0	0	-0.000000	-2.148991	0.000000	0	0.000000	-0.030488	0.306141	0.000000	0	1000	1000	1000	1000
23	999	0	-0.030488	2.145215	0.000000	0	0	-0.000000	-2.141737	0.000000	0	0.000000	-0.030488	0.320005	0.000000	0	1000	1000	1000	1000
24	999	0	-0.030488	2.145333	0.000000	0	0	-0.000000	-2.134614	0.000000	0	0.000000	-0.030488	0.326873	0.000000	0	1000	1000	1000	1000
25	999	0	-0.030488	2.145593	0.000000	0	0	-0.000000	-2.134351	0.000000	0	0.000000	-0.030488	0.340866	0.000000	0	1000	1000	1000	1000
26	999	0	-0.030488	2.152701	0.000000	0	0	-0.000000	-2.127204	0.000000	0	0.000000	-0.030488	0.347864	0.000000	0	1000	1000	1000	1000
27	999	0	-0.030488	2.152816	0.000000	0	0	-0.000000	-2.120080	0.000000	0	0.000000	-0.030488	0.354731	0.000000	0	1000	1000	1000	1000
28	999	0	-0.030488	2.153059	0.000000	0	0	-0.000000	-2.112825	0.000000	0	0.000000	-0.030488	0.368595	0.000000	0	1000	1000	1000	1000
29	999	0	-0.030488	2.160180	0.000000	0	0	-0.000000	-2.112668	0.000000	0	0.000000	-0.030488	0.375721	0.000000	0	1000	1000	1000	1000
30	999	0	-0.030488	2.160420	0.000000	0	0	-0.000000	-2.105411	0.000000	0	0.000000	-0.030488	0.389585	0.000000	0	1000	1000	1000	1000
31	999	0	-0.030488	2.167524	0.000000	0	0	-0.000000	-2.098261	0.000000	0	0.000000	-0.030488	0.396580	0.000000	0	1000	1000	1000	1000
32	999	0	-0.030488	2.167761	0.000000	0	0	-0.000000	-2.091003	0.000000	0	0.000000	-0.030488	0.410444	0.000000	0	1000	1000	1000	1000
33	999	0	-0.030488	2.167889	0.000000	0	0	-0.000000	-2.090871	0.000000	0	0.000000	-0.030488	0.417440	0.000000	0	1000	1000	1000	1000
34	999	0	-0.030488	2.175116	0.000000	0	0	-0.000000	-2.083584	0.000000	0	0.000000	-0.030488	0.431431	0.000000	0	1000	1000	1000	1000
35	999	0	-0.030488	2.175223	0.000000	0	0	-0.000000	-2.076459	0.000000	0	0.000000	-0.030488	0.438298	0.000000	0	1000	1000	1000	1000
36	999	0	-0.030488	2.175329	0.000000	0	0	-0.000000	-2.069334	0.000000	0	0.000000	-0.030488	0.445164	0.000000	0	1000	1000	1000	1000
37	999	0	-0.030488	2.175581	0.000000	0	0	-0.000000	-2.069067	0.000000	0	0.000000	-0.030488	0.459157	0.000000	0	1000	1000	1000	1000
38	999	0	-0.030488	2.175686	0.000000	0	0	-0.000000	-2.061942	0.000000	0	0.000000	-0.030488	0.466024	0.000000	0	1000	1000	1000	1000
39	999	0	-0.030488	2.175811	0.000000	0	0	-0.000000	-2.061809	0.000000	0	0.000000	-0.030488	0.473021	0.000000	0	1000	1000	1000	1000
40	999	0	-0.030488	2.183032	0.000000	0	0	-0.000000	-2.054518	0.000000	0	0.000000	-0.030488	0.487010	0.000000	0	1000	1000	1000	1000
41	999	0	-0.030488	2.183156	0.000000	0	0	-0.000000	-2.054384	0.000000	0	0.000000	-0.030488	0.494007	0.000000	0	1000	1000	1000	1000
42	999	0	-0.030488	2.183383	0.000000	0	0	-0.000000	-2.047125	0.000000	0	0.000000	-0.030488	0.507869	0.000000	0	1000	1000	1000	1000
43	999	0	-0.030488	2.190475	0.000000	0	0	-0.000000	-2.039966	0.000000	0	0.000000	-0.030488	0.514861	0.000000	0	1000	1000	1000	1000
44	999	0	-0.030488	2.190723	0.000000	0	0	-0.000000	-2.039697	0.000000	0	0.000000	-0.030488	0.528854	0.000000	0	1000	1000	1000	1000
45	999	0	-0.030488	2.190821	0.000000	0	0	-0.000000	-2.032571	0.000000	0	0.000000	-0.030488	0.535720	0.000000	0	1000	1000	1000	1000
46	999	0	-0.030488	2.190919	0.000000	0	0	-0.000000	-2.025445	0.000000	0	0.000000	-0.030488	0.542586	0.000000	0	1000	1000	1000	1000
47	999	0	-0.030488	2.191165	0.000000	0	0	-0.000000	-2.025176	0.000000	0	0.000000	-0.030488	0.556579	0.000000	0	1000	1000	1000	1000
48	999	0	-0.030488	2.198253	0.000000	0	0	-0.000000	-2.018013	0.000000	0	0.000000	-0.030488	0.563569	0.000000	0	1000	1000	1000	1000
49	999	0	-0.030488	2.198470	0.000000	0	0	-0.000000	-2.010751	0.000000	0	0.000000	-0.030488	0.577431	0.000000	0	1000	1000	1000	1000
50	999	0	-0.030488	2.198592	0.000000	0	0	-0.000000	-2.010617	0.000000	0	0.000000	-0.030488	0.584428	0.000000	0	1000	1000	1000	1000
51	999	0	-0.030488	2.205799	0.000000	0	0	-0.000000	-2.003316	0.000000	0	0.000000	-0.030488	0.598413	0.000000	0	1000	1000	1000	1000
52	999	0	-0.030488	2.205890	0.000000	0	0	-0.000000	-1.996189	0.000000	0	0.000000	-0.030488	0.605278	0.000000	0	1000	1000	1000	1000
53	999	0	-0.030488	2.206102	0.000000	0	0	-0.000000	-1.988927	0.000000	0	0.000000	-0.030488	0.619140	0.000000	0	1000	1000	1000	1000
54	999	0	-0.030488	2.206223	0.000000	0	0	-0.000000	-1.988791	0.000000	0	0.000000	-0.030488	0.626137	0.000000	0	1000	1000	1000	1000
55	999	0	-0.030488	2.213425	0.000000	0	0	-0.000000	-1.981488	0.000000	0	0.000000	-0.030488	0.640121	0.000000	0	1000	1000	1000	1000
56	999	0	-0.030488	2.213545	0.000000	0	0	-0.000000	-1.981352	0.000000	0	0.000000	-0.030488	0.647117	0.000000	0	1000	1000	1000	1000
57	999	0	-0.030488	2.213665	0.000000	0	0	-0.000000	-1.981216	0.000000	0	0.000000	-0.030488	0.654114	0.000000	0	1000	1000	1000	1000
58	999	0	-0.030488	2.220864	0.000000	0	0	-0.000000	-1.973909	0.000000	0	0.000000	-0.030488	0.668097	0.000000	0	1000	1000	1000	1000
59	999	0	-0.030488	2.220949	0.000000	0	0	-0.000000	-1.966781	0.000000	0	0.000000	-0.030488	0.674962	0.000000	0	1000	1000	1000	1000
60	999	0	-0.030488	2.221188	0.000000	0	0	-0.000000	-1.966509	0.000000	0	0.000000	-0.030488	0.688955	0.000000	0	1000	1000	1000	1000
61	999	0	-0.030488	2.228264	0.000000	0	0	-0.000000	-1.959336	0.000000	0	0.000000	-0.030488	0.695940	0.000000	0	1000	1000	1000	1000
62	999	0	-0.030488	2.228502	0.000000	0	0	-0.000000	-1.959062	0.000000	0	0.000000	-0.030488	0.709933	0.000000	0	1000	1000	1000	1000
63	999	0	-0.030488	2.228584	0.000000	0	0	-0.000000	-1.951934	0.000000	0	0.000000	-0.030488	0.716797	0.000000	0	1000	1000	1000	1000
64	999	0	-0.030488	2.228783	0.000000	0	0	-0.000000	-1.944668	0.000000	0	0.000000	-0.030488	0.730658	0.000000	0	1000	1000	1000	1000
65	999	0	-0.030488	2.228901	0.000000	0	0	-0.000000	-1.944531	0.000000	0	0.000000	-0.030488	0.737654	0.000000	0	1000	1000	1000	1000
66	999	0	-0.030488	2.229137	0.000000	0	0	-0.000000	-1.944257	0.000000	0	0.000000	-0.030488	0.751648	0.000000	0	1000	1000	1000	1000
67	999	0	-0.030488	2.236207	0.000000	0	0	-0.000000	-1.937080	0.000000	0	0.000000	-0.030488	0.758631	0.000000	0	1000	1000	1000	1000
68	999	0	-0.030488	2.236442	0.000000	0	0	-0.000000	-1.936806	0.000000	0	0.000000	-0.030488	0.772624	0.000000	0	1000	1000	1000	1000
69	999	0	-0.030488	2.236519	0.000000	0	0	-0.000000	-1.929677	0.000000	0	0.000000	-0.030488	0.779488	0.000000	0	1000	1000	1000	1000
70	999	0	-0.030488	2.243587	0.000000	0	0	-0.000000	-1.922497	0.000000	0	0.000000	-0.030488	0.786470	0.000000	0	1000	1000	1000	1000
71	999	0	-0.030488	2.243820	0.000000	0	0	-0.000000	-1.922222	0.000000	0	0.000000	-0.030488	0.800463	0.000000	0	1000	1000	1000	1000
72	999	0	-0.030488	2.243894	0.000000	0	0	-0.000000	-1.915092	0.000000	0	0.000000	-0.030488	0.807326	0.000000	0	1000	1000	1000	1000
73	999	0	-0.030488	2.244126	0.000000	0	0	-0.000000	-1.914816	0.000000	0	0.000000	-0.030488	0.821319	0.000000	0	1000	1000	1000	1000
74	999	0	-0.030488	2.251234	0.000000	0	0	-0.000000	-1.914626	0.000000	0	0.000000	-0.030488	0.828434	0.000000	0	1000	1000	1000	1000
75	999	0	-0.030488	2.251421	0.000000	0	0	-0.000000	-1.907358	0.000000	0	0.000000	-0.030488	0.842293	0.000000	0	1000	1000	1000	1000
76	999	0	-0.030488	2.251492	0.000000	0	0	-0.000000	-1.900228	0.000000	0	0.000000	-0.030488	0.849156	0.000000	0	1000	1000	1000	1000
77	999	0	-0.030488	2.251722	0.000000	0	0	-0.000000	-1.899951	0.000000	0	0.000000	-0.030488	0.863149	0.000000	0	1000	1000	1000	1000
78	999	0	-0.030488	2.251791	0.000000	0	0	-0.000000	-1.892821	0.000000	0	0.000000	-0.030488	0.870012	0.000000	0	1000	1000	1000	1000
79	999	0	-0.030488	2.259012	0.000000	0	0	-0.000000	-1.892488	0.000000	0	0.000000	-0.030488	0.884121	0.000000	0	1000	1000	1000	1000
80	999	0	-0.030488	2.259126	0.000000	0	0	-0.000000	-1.892349	0.000000	0	0.000000	-0.030488	0.891117	0.000000	0	1000	1000	1000	1000
81	999	0	-0.030488	2.259193	0.000000	0	0	-0.000000	-1.885219	0.000000	0	0.000000	-0.030488	0.897980	0.000000	0	1000	1000	1000	1000
82	999	0	-0.030488	2.259421	0.000000	0	0	-0.000000	-1.884941	0.000000	0	0.000000	-0.030488	0.911972	0.000000	0	1000	1000	1000	1000
83	999	0	-0.030488	2.266527	0.000000	0	0	-0.000000	-1.884744	0.000000	0	0.000000	-0.030488	0.919085	0.000000	0	1000	1000	1000	1000
84	999	0	-0.030488	2.266591	0.000000	0	0	-0.000000	-1.877613	0.000000	0	0.000000	-0.030488	0.925947	0.000000	0	1000	1000	1000	1000
85	999	0	-0.030488	2.266818	0.000000	0	0	-0.000000	-1.877334	0.000000	0	0.000000	-0.030488	0.939939	0.000000	0	1000	1000	1000	1000
86	999	0	-0.030488	2.267045	0.000000	0	0	-0.000000	-1.877055	0.000000	0	0.000000	-0.030488	0.953931	0.000000	0	1000	1000	1000	1000
87	999	0	-0.030488	2.267159	0.000000	0	0	-0.000000	-1.876916	0.000000	0	0.000000	-0.030488	0.960927	0.000000	0	1000	1000	1000	1000
88	999	0	-0.030488	2.267220	0.000000	0	0	-0.000000	-1.869785	0.000000	0	0.000000	-0.030488	0.967790	0.000000	0	1000	1000	1000	1000
89	999	0	-0.030488	2.274438	0.000000	0	0	-0.000000	-1.869444	0.000000	0	0.000000	-0.030488	0.981897	0.000000	0	1000	1000	1000	1000
90	999	0	-0.030488	2.274498	0.000000	0	0	-0.000000	-1.862313	0.000000	0	0.000000	-0.030488	0.988759	0.000000	0	1000	1000	1000	1000
91	999	0	-0.030488	2.274723	0.000000	0	0	-0.000000	-1.862033	0.000000	0	1.000000	-0.030488	1.002751	0.000000	0	1000	1000	1000	1000
92	999	0	-0.030488	2.274781	0.000000	0	0	-0.000000	-1.854902	0.000000	0	1.000000	-0.030488	1.009613	0.000000	0	1000	1000	1000	1000
93	999	0	-0.030488	2.281884	0.000000	0	0	-0.000000	-1.854698	0.000000	0	1.000000	-0.030488	1.016723	0.000000	0	1000	1000	1000	1000
94	999	0	-0.030488	2.281996	0.000000	0	0	-0.000000	-1.854557	0.000000	0	1.000000	-0.030488	1.023719	0.000000	0	1000	1000	1000	1000
95	999	0	-0.030488	2.282164	0.000000	0	0	-0.000000	-1.847285	0.000000	0	1.000000	-0.030488	1.037576	0.000000	0	1000	1000	1000	1000
96	999	0	-0.030488	2.282276	0.000000	0	0	-0.000000	-1.847145	0.000000	0	1.000000	-0.030488	1.044572	0.000000	0	1000	1000	1000	1000
97	999	0	-0.030488	2.282330	0.000000	0	0	-0.000000	-1.840013	0.000000	0	1.000000	-0.030488	1.051434	0.000000	0	1000	1000	1000	1000
98	999	0	-0.030488	2.282692	0.000000	0	0	-0.000000	-1.839843	0.000000	0	1.000000	-0.030488	1.065623	0.000000	0	1000	1000	1000	1000
99	999	0	-0.030488	2.289737	0.000000	0	0	-0.000000	-1.832643	0.000000	0	1.000000	-0.030488	1.072598	0.000000	0	1000	1000	1000	1000
100	999	0	-0.030488	2.289958	0.000000	0	0	-0.000000	-1.832361	0.000000	0	1.000000	-0.030488	1.086592	0.000000	0	1000	1000	1000	1000
101	999	0	-0.030488	2.290069	0.000000	0	0	-0.000000	-1.832220	0.000000	0	1.000000	-0.030488	1.093589	0.000000	0	1000	1000	1000	1000
102	999	0	-0.030488	2.290180	0.000000	0	0	-0.000000	-1.832080	0.000000	0	1.000000	-0.030488	1.100586	0.000000	0	1000	1000	1000	1000
103	999	0	-0.030488	2.290340	0.000000	0	0	-0.000000	-1.824806	0.000000	0	1.000000	-0.030488	1.114445	0.000000	0	1000	1000	1000	1000
104	999	0	-0.030488	2.290450	0.000000	0	0	-0.000000	-1.824665	0.000000	0	1.000000	-0.030488	1.121442	0.000000	0	1000	1000	1000	1000
105	999	0	-0.030488	2.290607	0.000000	0	0	-0.000000	-1.817391	0.000000	0	1.000000	-0.030488	1.135301	0.000000	0	1000	1000	1000	1000
106	999	0	-0.030488	2.297709	0.000000	0	0	-0.000000	-1.817178	0.000000	0	1.000000	-0.030488	1.142410	0.000000	0	1000	1000	1000	1000
107	999	0	-0.030488	2.297864	0.000000	0	0	-0.000000	-1.809904	0.000000	0	1.000000	-0.030488	1.156269	0.000000	0	1000	1000	1000	1000
108	999	0	-0.030488	2.297974	0.000000	0	0	-0.000000	-1.809762	0.000000	0	1.000000	-0.030488	1.163265	0.000000	0	1000	1000	1000	1000
109	999	0	-0.030488	2.305184	0.000000	0	0	-0.000000	-1.809405	0.000000	0	1.000000	-0.030488	1.177371	0.000000	0	1000	1000	1000	1000
110	999	0	-0.030488	2.305228	0.000000	0	0	-0.000000	-1.802272	0.000000	0	1.000000	-0.030488	1.184232	0.000000	0	1000	1000	1000	1000
111	999	0	-0.030488	2.305445	0.000000	0	0	-0.000000	-1.801988	0.000000	0	1.000000	-0.030488	1.198225	0.000000	0	1000	1000	1000	1000
112	999	0	-0.030488	2.312479	0.000000	0	0	-0.000000	-1.794778	0.000000	0	1.000000	-0.030488	1.205198	0.000000	0	1000	1000	1000	1000
113	999	0	-0.030488	2.312587	0.000000	0	0	-0.000000	-1.794636	0.000000	0	1.000000	-0.030488	1.212194	0.000000	0	1000	1000	1000	1000
114	999	0	-0.030488	2.312735	0.000000	0	0	-0.000000	-1.787360	0.000000	0	1.000000	-0.030488	1.226051	0.000000	0	1000	1000	1000	1000
115	999	0	-0.030488	2.312843	0.000000	0	0	-0.000000	-1.787217	0.000000	0	1.000000	-0.030488	1.233048	0.000000	0	1000	1000	1000	1000
116	999	0	-0.030488	2.313058	0.000000	0	0	-0.000000	-1.786933	0.000000	0	1.000000	-0.030488	1.247040	0.000000	0	1000	1000	1000	1000
117	999	0	-0.030488	2.313096	0.000000	0	0	-0.000000	-1.779798	0.000000	0	1.000000	-0.030488	1.253901	0.000000	0	1000	1000	1000	1000
118	999	0	-0.030488	2.320195	0.000000	0	0	-0.000000	-1.779577	0.000000	0	1.000000	-0.030488	1.261008	0.000000	0	1000	1000	1000	1000
119	999	0	-0.030488	2.320409	0.000000	0	0	-0.000000	-1.779291	0.000000	0	1.000000	-0.030488	1.275000	0.000000	0	1000	1000	1000	1000
120	999	0	-0.030488	2.320516	0.000000	0	0	-0.000000	-1.779148	0.000000	0	1.000000	-0.030488	1.281996	0.000000	0	1000	1000	1000	1000
121	999	0	-0.030488	2.320658	0.000000	0	0	-0.000000	-1.771871	0.000000	0	1.000000	-0.030488	1.295853	0.000000	0	1000	1000	1000	1000
122	999	0	-0.030488	2.327756	0.000000	0	0	-0.000000	-1.771646	0.000000	0	1.000000	-0.030488	1.302959	0.000000	0	1000	1000	1000	1000
123	999	0	-0.030488	2.327896	0.000000	0	0	-0.000000	-1.764368	0.000000	0	1.000000	-0.030488	1.316815	0.000000	0	1000	1000	1000	1000
124	999	0	-0.030488	2.328002	0.000000	0	0	-0.000000	-1.764225	0.000000	0	1.000000	-0.030488	1.323811	0.000000	0	1000	1000	1000	1000
125	999	0	-0.030488	2.328108	0.000000	0	0	-0.000000	-1.764081	0.000000	0	1.000000	-0.030488	1.330806	0.000000	0	1000	1000	1000	1000
126	999	0	-0.030488	2.328245	0.000000	0	0	-0.000000	-1.756803	0.000000	0	1.000000	-0.030488	1.344662	0.000000	0	1000	1000	1000	1000
127	999	0	-0.030488	2.328351	0.000000	0	0	-0.000000	-1.756659	0.000000	0	1.000000	-0.030488	1.351658	0.000000	0	1000	1000	1000	1000
128	999	0	-0.030488	2.328457	0.000000	0	0	-0.000000	-1.756516	0.000000	0	1.000000	-0.030488	1.358654	0.000000	0	1000	1000	1000	1000
129	999	0	-0.030488	2.335660	0.000000	0	0	-0.000000	-1.756143	0.000000	0	1.000000	-0.030488	1.372754	0.000000	0	1000	1000	1000	1000
130	999	0	-0.030488	2.335765	0.000000	0	0	-0.000000	-1.755999	0.000000	0	1.000000	-0.030488	1.379750	0.000000	0	1000	1000	1000	1000
