t	rcthr	rcpit	gyropit	intpit	stabpit	pitout	rcroll	gyroroll	introll	stabroll	rollout	rcyaw	gyroyaw	intyaw	stabyaw	yawout	FR	FL	BR	BL
0	999	0	-0.030488	2.273649	0.000000	0	0	-0.000000	-2.383895	0.000000	0	0.000000	-0.030488	0.089332	0.000000	0	1000	1000	1000	1000
1	999	0	-0.030488	2.273944	0.000000	0	0	-0.000000	-2.369634	0.000000	0	0.000000	-0.030488	0.103049	0.000000	0	1000	1000	1000	1000
2	999	0	-0.030488	2.274091	0.000000	0	0	-0.000000	-2.362504	0.000000	0	0.000000	-0.030488	0.109908	0.000000	0	1000	1000	1000	1000
3	999	0	-0.030488	2.274380	0.000000	0	0	-0.000000	-2.355234	0.000000	0	0.000000	-0.030488	0.123764	0.000000	0	1000	1000	1000	1000
4	999	0	-0.030488	2.281517	0.000000	0	0	-0.000000	-2.341102	0.000000	0	0.000000	-0.030488	0.130628	0.000000	0	1000	1000	1000	1000
5	999	0	-0.030488	2.281802	0.000000	0	0	-0.000000	-2.333831	0.000000	0	0.000000	-0.030488	0.144483	0.000000	0	1000	1000	1000	1000
6	999	0	-0.030488	2.282085	0.000000	0	0	-0.000000	-2.319569	0.000000	0	0.000000	-0.030488	0.158201	0.000000	0	1000	1000	1000	1000
7	999	0	-0.030488	2.282225	0.000000	0	0	-0.000000	-2.312438	0.000000	0	0.000000	-0.030488	0.165060	0.000000	0	1000	1000	1000	1000
8	999	0	-0.030488	2.282504	0.000000	0	0	-0.000000	-2.305167	0.000000	0	0.000000	-0.030488	0.178916	0.000000	0	1000	1000	1000	1000
9	999	0	-0.030488	2.289631	0.000000	0	0	-0.000000	-2.291031	0.000000	0	0.000000	-0.030488	0.185777	0.000000	0	1000	1000	1000	1000
10	999	0	-0.030488	2.289907	0.000000	0	0	-0.000000	-2.283759	0.000000	0	0.000000	-0.030488	0.199633	0.000000	0	1000	1000	1000	1000
11	999	0	-0.030488	2.290041	0.000000	0	0	-0.000000	-2.276628	0.000000	0	0.000000	-0.030488	0.206491	0.000000	0	1000	1000	1000	1000
12	999	0	-0.030488	2.290314	0.000000	0	0	-0.000000	-2.269356	0.000000	0	0.000000	-0.030488	0.220348	0.000000	0	1000	1000	1000	1000
13	999	0	-0.030488	2.290579	0.000000	0	0	-0.000000	-2.255092	0.000000	0	0.000000	-0.030488	0.234065	0.000000	0	1000	1000	1000	1000
14	999	0	-0.030488	2.290710	0.000000	0	0	-0.000000	-2.247961	0.000000	0	0.000000	-0.030488	0.240924	0.000000	0	1000	1000	1000	1000
15	999	0	-0.030488	2.297968	0.000000	0	0	-0.000000	-2.240670	0.000000	0	0.000000	-0.030488	0.254918	0.000000	0	1000	1000	1000	1000
16	999	0	-0.030488	2.298090	0.000000	0	0	-0.000000	-2.226547	0.000000	0	0.000000	-0.030488	0.261638	0.000000	0	1000	1000	1000	1000
17	999	0	-0.030488	2.298217	0.000000	0	0	-0.000000	-2.219414	0.000000	0	0.000000	-0.030488	0.268497	0.000000	0	1000	1000	1000	1000
18	999	0	-0.030488	2.298479	0.000000	0	0	-0.000000	-2.212141	0.000000	0	0.000000	-0.030488	0.282353	0.000000	0	1000	1000	1000	1000
19	999	0	-0.030488	2.298604	0.000000	0	0	-0.000000	-2.205009	0.000000	0	0.000000	-0.030488	0.289212	0.000000	0	1000	1000	1000	1000
20	999	0	-0.030488	2.298862	0.000000	0	0	-0.000000	-2.197736	0.000000	0	0.000000	-0.030488	0.303069	0.000000	0	1000	1000	1000	1000
21	999	0	-0.030488	2.306111	0.000000	0	0	-0.000000	-2.190441	0.000000	0	0.000000	-0.030488	0.317059	0.000000	0	1000	1000	1000	1000
22	999	0	-0.030488	2.306221	0.000000	0	0	-0.000000	-2.176316	0.000000	0	0.000000	-0.030488	0.323779	0.000000	0	1000	1000	1000	1000
23	999	0	-0.030488	2.306473	0.000000	0	0	-0.000000	-2.169042	0.000000	0	0.000000	-0.030488	0.337636	0.000000	0	1000	1000	1000	1000
24	999	0	-0.030488	2.306592	0.000000	0	0	-0.000000	-2.161909	0.000000	0	0.000000	-0.030488	0.344494	0.000000	0	1000	1000	1000	1000
25	999	0	-0.030488	2.306842	0.000000	0	0	-0.000000	-2.154635	0.000000	0	0.000000	-0.030488	0.358351	0.000000	0	1000	1000	1000	1000
26	999	0	-0.030488	2.307090	0.000000	0	0	-0.000000	-2.147361	0.000000	0	0.000000	-0.030488	0.372208	0.000000	0	1000	1000	1000	1000
27	999	0	-0.030488	2.307205	0.000000	0	0	-0.000000	-2.140227	0.000000	0	0.000000	-0.030488	0.379067	0.000000	0	1000	1000	1000	1000
28	999	0	-0.030488	2.314442	0.000000	0	0	-0.000000	-2.132926	0.000000	0	0.000000	-0.030488	0.393055	0.000000	0	1000	1000	1000	1000
29	999	0	-0.030488	2.314555	0.000000	0	0	-0.000000	-2.125793	0.000000	0	0.000000	-0.030488	0.399913	0.000000	0	1000	1000	1000	1000
30	999	0	-0.030488	2.314779	0.000000	0	0	-0.000000	-2.111526	0.000000	0	0.000000	-0.030488	0.413631	0.000000	0	1000	1000	1000	1000
31	999	0	-0.030488	2.314890	0.000000	0	0	-0.000000	-2.104392	0.000000	0	0.000000	-0.030488	0.420490	0.000000	0	1000	1000	1000	1000
32	999	0	-0.030488	2.315127	0.000000	0	0	-0.000000	-2.097116	0.000000	0	0.000000	-0.030488	0.434346	0.000000	0	1000	1000	1000	1000
33	999	0	-0.030488	2.315236	0.000000	0	0	-0.000000	-2.089983	0.000000	0	0.000000	-0.030488	0.441205	0.000000	0	1000	1000	1000	1000
34	999	0	-0.030488	2.315470	0.000000	0	0	-0.000000	-2.082707	0.000000	0	0.000000	-0.030488	0.455062	0.000000	0	1000	1000	1000	1000
35	999	0	-0.030488	2.322568	0.000000	0	0	-0.000000	-2.075543	0.000000	0	0.000000	-0.030488	0.462049	0.000000	0	1000	1000	1000	1000
36	999	0	-0.030488	2.322652	0.000000	0	0	-0.000000	-2.061417	0.000000	0	0.000000	-0.030488	0.468768	0.000000	0	1000	1000	1000	1000
37	999	0	-0.030488	2.322882	0.000000	0	0	-0.000000	-2.054140	0.000000	0	0.000000	-0.030488	0.482625	0.000000	0	1000	1000	1000	1000
38	999	0	-0.030488	2.322984	0.000000	0	0	-0.000000	-2.047006	0.000000	0	0.000000	-0.030488	0.489483	0.000000	0	1000	1000	1000	1000
39	999	0	-0.030488	2.323210	0.000000	0	0	-0.000000	-2.039730	0.000000	0	0.000000	-0.030488	0.503340	0.000000	0	1000	1000	1000	1000
40	999	0	-0.030488	2.323310	0.000000	0	0	-0.000000	-2.032595	0.000000	0	0.000000	-0.030488	0.510199	0.000000	0	1000	1000	1000	1000
41	999	0	-0.030488	2.323533	0.000000	0	0	-0.000000	-2.025318	0.000000	0	0.000000	-0.030488	0.524056	0.000000	0	1000	1000	1000	1000
42	999	0	-0.030488	2.323754	0.000000	0	0	-0.000000	-2.018042	0.000000	0	0.000000	-0.030488	0.537913	0.000000	0	1000	1000	1000	1000
43	999	0	-0.030488	2.330843	0.000000	0	0	-0.000000	-2.010871	0.000000	0	0.000000	-0.030488	0.544896	0.000000	0	1000	1000	1000	1000
44	999	0	-0.030488	2.331061	0.000000	0	0	-0.000000	-2.003594	0.000000	0	0.000000	-0.030488	0.558752	0.000000	0	1000	1000	1000	1000
