t	rcthr	rcpit	gyropit	intpit	stabpit	pitout	rcroll	gyroroll	introll	stabroll	rollout	rcyaw	gyroyaw	intyaw	stabyaw	yawout	FR	FL	BR	BL
0	0	0	-0.030488	5.576737	0.000000	0	0	-0.000000	-1.102814	0.000000	0	0.000000	-0.060976	0.075082	0.000000	0	1000	1000	1000	1000
1	0	0	-0.030488	5.576949	0.000000	0	0	-0.000000	-1.087821	0.000000	0	0.000000	-0.060976	0.095458	0.000000	0	1000	1000	1000	1000
2	0	0	-0.030488	5.577151	0.000000	0	0	-0.000000	-1.079814	0.000000	0	0.000000	-0.060976	0.116176	0.000000	0	1000	1000	1000	1000
3	0	0	-0.030488	5.577350	0.000000	0	0	-0.000000	-1.071807	0.000000	0	0.000000	-0.060976	0.136894	0.000000	0	1000	1000	1000	1000
4	0	0	-0.030488	5.577547	0.000000	0	0	-0.000000	-1.056814	0.000000	0	0.000000	-0.060976	0.157270	0.000000	0	1000	1000	1000	1000
5	0	0	-0.030488	5.577739	0.000000	0	0	-0.000000	-1.048807	0.000000	0	0.000000	-0.060976	0.177988	0.000000	0	1000	1000	1000	1000
6	0	0	-0.030488	5.577865	0.000000	0	0	-0.000000	-1.041140	0.000000	0	0.000000	-0.030488	0.191687	0.000000	0	1000	1000	1000	1000
7	0	0	-0.030488	5.577925	0.000000	0	0	-0.000000	-1.033813	0.000000	0	0.000000	-0.030488	0.198365	0.000000	0	1000	1000	1000	1000
8	0	0	-0.030488	5.570996	0.000000	0	0	-0.000000	-1.019516	0.000000	0	0.000000	-0.030488	0.204639	0.000000	0	1000	1000	1000	1000
9	0	0	-0.030488	5.570992	0.000000	0	0	-0.000000	-1.012531	0.000000	0	0.000000	-0.030488	0.204298	0.000000	0	1000	1000	1000	1000
10	0	0	-0.030488	5.570646	0.000000	0	0	-0.000000	-0.998498	0.000000	0	0.000000	0.000000	0.203575	0.000000	0	1000	1000	1000	1000
11	0	0	-0.030488	5.570642	0.000000	0	0	-0.000000	-0.991513	0.000000	0	0.000000	-0.030488	0.203234	0.000000	0	1000	1000	1000	1000
12	0	0	-0.030488	5.570699	0.000000	0	0	-0.000000	-0.984187	0.000000	0	0.000000	-0.030488	0.209912	0.000000	0	1000	1000	1000	1000
13	0	0	-0.030488	5.570755	0.000000	0	0	-0.000000	-0.976862	0.000000	0	0.000000	-0.030488	0.216590	0.000000	0	1000	1000	1000	1000
14	0	0	-0.030488	5.577795	0.000000	0	0	-0.000000	-0.969520	0.000000	0	0.000000	-0.030488	0.223328	0.000000	0	1000	1000	1000	1000
15	0	0	-0.030488	5.577959	0.000000	0	0	-0.000000	-0.954527	0.000000	0	0.000000	-0.060976	0.243701	0.000000	0	1000	1000	1000	1000
16	0	0	-0.030488	5.578068	0.000000	0	0	-0.000000	-0.946860	0.000000	0	0.000000	-0.060976	0.257397	0.000000	0	1000	1000	1000	1000
17	0	0	-0.030488	5.578232	0.000000	0	0	-0.000000	-0.938853	0.000000	0	0.000000	-0.060976	0.278112	0.000000	0	1000	1000	1000	1000
18	0	0	-0.030488	5.578336	0.000000	0	0	-0.000000	-0.931187	0.000000	0	0.000000	-0.060976	0.291808	0.000000	0	1000	1000	1000	1000
19	0	0	-0.030488	5.578438	0.000000	0	0	-0.000000	-0.923520	0.000000	0	0.000000	-0.060976	0.305504	0.000000	0	1000	1000	1000	1000
20	0	0	-0.030488	5.578539	0.000000	0	0	-0.000000	-0.915854	0.000000	0	0.000000	-0.030488	0.319200	0.000000	0	1000	1000	1000	1000
21	0	0	-0.030488	5.578571	0.000000	0	0	-0.000000	-0.901542	0.000000	0	0.000000	-0.030488	0.325536	0.000000	0	1000	1000	1000	1000
22	0	0	-0.030488	5.585599	0.000000	0	0	-0.000000	-0.894193	0.000000	0	0.000000	-0.030488	0.332270	0.000000	0	1000	1000	1000	1000
23	0	0	-0.030488	5.585641	0.000000	0	0	-0.000000	-0.886866	0.000000	0	0.000000	-0.030488	0.338947	0.000000	0	1000	1000	1000	1000
24	0	0	-0.030488	5.585668	0.000000	0	0	-0.000000	-0.872554	0.000000	0	0.000000	-0.030488	0.345282	0.000000	0	1000	1000	1000	1000
25	0	0	-0.030488	5.585759	0.000000	0	0	-0.000000	-0.864887	0.000000	0	0.000000	-0.030488	0.358978	0.000000	0	1000	1000	1000	1000
26	0	0	-0.030488	5.585797	0.000000	0	0	-0.000000	-0.857560	0.000000	0	0.000000	-0.030488	0.365655	0.000000	0	1000	1000	1000	1000
27	0	0	-0.030488	5.585885	0.000000	0	0	-0.000000	-0.849893	0.000000	0	0.000000	-0.030488	0.379351	0.000000	0	1000	1000	1000	1000
28	0	0	0.000000	5.585971	0.000000	0	0	-0.000000	-0.842225	0.000000	0	0.000000	-0.060976	0.393047	0.000000	0	1000	1000	1000	1000
29	0	0	-0.030488	5.586055	0.000000	0	0	-0.000000	-0.834557	0.000000	0	0.000000	-0.060976	0.406743	0.000000	0	1000	1000	1000	1000
30	0	0	-0.030488	5.586187	0.000000	0	0	-0.000000	-0.826549	0.000000	0	0.000000	-0.060976	0.427457	0.000000	0	1000	1000	1000	1000
31	0	0	-0.030488	5.586266	0.000000	0	0	-0.000000	-0.818881	0.000000	0	0.000000	-0.060976	0.441153	0.000000	0	1000	1000	1000	1000
32	0	0	-0.030488	5.579359	0.000000	0	0	-0.000000	-0.811244	0.000000	0	0.000000	-0.060976	0.454798	0.000000	0	1000	1000	1000	1000
33	0	0	-0.030488	5.579434	0.000000	0	0	-0.000000	-0.803577	0.000000	0	0.000000	-0.030488	0.468494	0.000000	0	1000	1000	1000	1000
34	0	0	-0.030488	5.579508	0.000000	0	0	-0.000000	-0.795910	0.000000	0	0.000000	-0.030488	0.482191	0.000000	0	1000	1000	1000	1000
35	0	0	-0.030488	5.579533	0.000000	0	0	-0.000000	-0.788584	0.000000	0	0.000000	-0.030488	0.488868	0.000000	0	1000	1000	1000	1000
36	0	0	-0.030488	5.579534	0.000000	0	0	-0.000000	-0.774272	0.000000	0	0.000000	-0.030488	0.495205	0.000000	0	1000	1000	1000	1000
37	0	0	-0.030488	5.579511	0.000000	0	0	-0.000000	-0.767286	0.000000	0	0.000000	-0.030488	0.494864	0.000000	0	1000	1000	1000	1000
38	0	0	-0.030488	5.579420	0.000000	0	0	-0.030488	-0.753655	0.000000	0	0.000000	0.000000	0.487163	0.000000	0	1000	1000	1000	1000
39	0	0	-0.030488	5.579330	0.000000	0	0	-0.030488	-0.740025	0.000000	0	0.000000	0.000000	0.479462	0.000000	0	1000	1000	1000	1000
40	0	0	0.000000	5.579264	0.000000	0	0	-0.030488	-0.733380	0.000000	0	0.000000	0.000000	0.472103	0.000000	0	1000	1000	1000	1000
